Description,Qty,Total Amount,all_nan,Branch,Division,Group
REPLACE SUGAR FREE SOYA LARGE,18.0,"2,792.79",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
ADD FULL FAT MILK,39.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
ADD SKIMMED MILK,58.0,0.00,False,Stories Mansourieh,COLD BAR SECTION,REPLACE
Total by Group: REPLACE,9447.0,"342,387.39",False,Stories Mansourieh,COLD BAR SECTION,REPLACE
Total by Division: COLD BAR SECTION,51554.0,"7,013,249.30",False,Stories Mansourieh,COLD BAR SECTION,
WATER,18035.0,"758,324.29",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
ORANGE JUICE,725.5,"122,024.02",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
LEMON JUICE,291.0,"49,009.01",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
MAWARDI JUICE,171.0,"28,756.76",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
APPLE JUICE,36.0,"6,054.05",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
POMEGRANATE JUICE,157.0,"26,438.44",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO CLEMENTINE 330ML/24,435.0,"73,297.30",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO GLASS 250ML/24,226.0,"31,384.38",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO LEMON 330ML/24,330.0,"55,549.55",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
RIM SPARKLING WATER-250 ML,1032.0,"74,441.44",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
Total by Group: SOFT DRINKS,21438.5,"1,225,279.24",False,Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS
Total by Division: GRAB&GO BEVERAGES,21438.5,"1,225,279.24",False,Stories Mansourieh,GRAB&GO BEVERAGES,
DOUBLE CHOCOLATE MUFFIN,425.0,"85,138.14",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
ORANGE CAKE,303.0,"82,000.00",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
RED VELVET CAKE,348.0,"105,285.29",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
BROWNIES CAKE,695.0,"105,600.60",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
LAZY CAKE,785.0,"260,135.14",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
BLUEBERRY CHEESE CAKE,208.0,"81,513.51",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
FRAMBOISE CHEESE CAKE,125.0,"48,954.96",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
LOTUS CHEESE CAKE,193.0,"75,657.66",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
CHOCOLATE MUFFIN,19.0,"3,423.42",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
CARROT CAKE,229.0,"62,756.76",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
VANILLA MUFFIN,75.0,"13,621.62",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
BLUEBERRY MUFFIN,302.0,"60,696.70",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
APRICOT SABLE,187.0,"44,997.00",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
CHOCOLATE SABLE,271.0,"65,393.39",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
RED VELVET MUFFIN_,19.0,"3,765.77",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
Total by Group: COFFEE PASTRY,4184.0,"1,098,939.95",False,Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY
Total by Division: COFFEE PASTRY,4184.0,"1,098,939.95",False,Stories Mansourieh,COFFEE PASTRY,
CHEESE CROISSANT,898.0,"191,228.23",False,Stories Mansourieh,CROISSANT,CROISSANT
THYME CROISSANT,539.0,"97,765.77",False,Stories Mansourieh,CROISSANT,CROISSANT
PLAIN CROISSANT,199.0,"36,216.22",False,Stories Mansourieh,CROISSANT,CROISSANT
CHOCOLATE CROISSANT,898.0,"192,027.03",False,Stories Mansourieh,CROISSANT,CROISSANT
ALMOND CROISSANT,138.0,"30,666.67",False,Stories Mansourieh,CROISSANT,CROISSANT
Total by Group: CROISSANT,2672.0,"547,903.91",False,Stories Mansourieh,CROISSANT,CROISSANT
Total by Division: CROISSANT,2672.0,"547,903.91",False,Stories Mansourieh,CROISSANT,
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,372.0,"112,222.22",False,Stories Mansourieh,COOKIES,COOKIES
NY STYLE COOKIE - DOUBLE CHOCOLATE,127.0,"38,678.68",False,Stories Mansourieh,COOKIES,COOKIES
GINGERBREAD COOKIES,3.0,900.90,False,Stories Mansourieh,COOKIES,COOKIES
Total by Group: COOKIES,502.0,"151,801.80",False,Stories Mansourieh,COOKIES,COOKIES
Total by Division: COOKIES,502.0,"151,801.80",False,Stories Mansourieh,COOKIES,
FONDANT AU CHOCOLAT,500.0,"181,081.08",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
ECLAIR ORIGINAL,204.0,"55,270.27",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
ECLAIR CHOCOLAT,233.0,"63,243.24",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
CHRISTMAS ORIGINAL ECLAIR,51.0,"14,666.67",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
ECLAIR CARAMEL,177.0,"47,945.95",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
MACARONS,153.0,"41,567.57",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
CHOCOLATE SALTED CAKE,260.0,"86,282.28",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
ECLAIR COFFEE,34.0,"9,189.19",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
CHRISTMAS PISTACHIO ECLAIR,7.0,"2,522.52",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
Total by Group: FRENCH PASTRY,1619.0,"501,768.77",False,Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY
Total by Division: FRENCH PASTRY,1619.0,"501,768.77",False,Stories Mansourieh,FRENCH PASTRY,
GUMMY BEARS COMBO,2385.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
GRANOLLA COMBO,2723.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
WAFER ROLL COMBO,2586.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
MARSHMALLOW COMBO,4001.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
BROWNIES COMBO,3852.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
LOTUS BISCUIT COMBO,3444.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
CHOCOLATE CHIPS COMBO,4005.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
OREO COMBO,3713.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
SPRINKLES COMBO,1590.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
MIXED NUTS COMBO,1395.5,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
OATS COMBO,269.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
STRAWBERRY COMBO,12471.5,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
PINEAPPLE COMBO,4889.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
MANGO COMBO,7633.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
HONEY COMBO,264.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
BLUEBERRIES COMBO,9924.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
Total by Group: COMBO TOPPINGS,65145.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS
GRANOLLA,91.0,"5,717.72",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
WAFER ROLL,67.0,"4,252.25",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
MARSHMALLOW,168.0,"10,288.29",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
BROWNIES,43.0,"2,618.62",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
LOTUS BISCUITS,99.0,"6,084.08",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
OREO,144.0,"8,840.84",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
SPRINKLES,49.0,"3,081.08",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
OATS,11.0,690.69,False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
CHOCOLATE CHIPS,186.0,"13,837.84",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
MIXED NUTS,73.0,"4,450.45",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
GUMMY BEARS,36.0,"2,168.17",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
STRAWBERRY,376.0,"27,909.91",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
PINEAPPLE,229.0,"14,688.29",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
MANGO,241.0,"17,972.97",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
HONEY,237.0,"17,081.08",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
BLUEBERRIES,314.0,"23,477.48",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
Total by Group: TOPPINGS,2364.0,"163,159.76",False,Stories Mansourieh,FROZEN YOGHURT,TOPPINGS
PISTACHIO CRUNCH,979.0,"102,132.13",False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
CHOCOLATE QUELLA CRUNCH,305.0,"31,741.74",False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
CHOCOLATE CRUNCH,1040.0,"108,684.68",False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
VARIEGATO WAFER,1.0,99.10,False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
CHOCOLATE QUELLA,829.0,"84,798.80",False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
QUELLA PISTACCIO,3.0,330.33,False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
NUTELLA,1.0,90.09,False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
Total by Group: LUXURY TOPPINGS,3158.0,"327,876.87",False,Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS
ORIGINAL YOGHURT SMALL,189.7,"60,510.51",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT MEDIUM,41.0,"14,105.11",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT X-LARGE,8.5,"4,121.62",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT COMBO SMALL,3560.8,"1,266,634.84",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT COMBO MEDIUM,1201.5,"477,506.01",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT COMBO X-LARGE,119.0,"63,481.98",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT SMALL,73.6,"22,522.52",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT MEDIUM,27.0,"9,117.12",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT X-LARGE,4.5,"2,072.07",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO SMALL,2353.0,"835,699.70",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO MEDIUM,950.5,"378,737.24",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO X-LARGE,62.5,"32,978.98",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
OREO CREAM YOGHURT COMBO MEDIUM,0.5,195.20,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT SMALL,68.0,"21,336.34",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO SMALL,2157.0,"764,417.42",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT MEDIUM,22.0,"7,564.56",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO MEDIUM,1066.0,"422,382.88",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT X-LARGE,3.0,"1,441.44",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO X-LARGE,142.5,"74,815.32",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT SMALL,48.0,"14,849.85",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT MEDIUM,9.5,"3,303.30",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT X-LARGE,1.0,450.45,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO SMALL,1697.1,"571,885.89",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO MEDIUM,816.1,"321,154.66",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO X-LARGE,72.0,"37,267.27",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT SMALL,42.0,"12,687.69",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO SMALL,809.0,"287,636.64",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO MEDIUM,311.5,"124,163.66",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT MEDIUM,8.5,"2,906.91",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT X-LARGE,1.0,450.45,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO X-LARGE,25.5,"13,324.32",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP MANGO,163.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP CHOCOLATE,149.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP POMEGRANATE,128.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP SPECULOSE LOTUS,188.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP ORIGINAL YOUGHURT,163.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT SMALL,31.5,"9,804.80",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO SMALL,1773.6,"626,666.07",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT MEDIUM,14.5,"5,087.09",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO MEDIUM,904.5,"357,734.23",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT X-LARGE,3.0,"1,396.40",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO X-LARGE,109.5,"56,590.09",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP BLUEBERRY,151.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO MEDIUM,9.5,"3,747.75",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO SMALL,18.5,"5,918.92",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO X-LARGE,1.5,816.82,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP LOTUS SPREAD,3.0,0.00,False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
Total by Group: FROZEN YOGHURT,19702.9,"6,917,484.10",False,Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT
Total by Division: FROZEN YOGHURT,90369.9000000000,"7,408,520.73",False,Stories Mansourieh,FROZEN YOGHURT,
SALAD BAR 1 VISIT,704.0,"507,387.39",False,Stories Mansourieh,SALADS BAR,SALADS BAR
Total by Group: SALADS BAR,704.0,"507,387.39",False,Stories Mansourieh,SALADS BAR,SALADS BAR
Total by Division: SALADS BAR,704.0,"507,387.39",False,Stories Mansourieh,SALADS BAR,
TUNA SUB,229.0,"77,033.03",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
VEGGIE SUB,1611.0,"4,606.61",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
TURKEY & CHEESE SUB,928.0,"336,588.59",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
CHICKEN TERIAKI SUB,314.0,"104,252.25",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN CHICKEN TERIAKI SUB,337.0,"122,018.02",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN TUNA SUB,348.0,"126,990.99",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN TURKEY & CHEESE SUB,1071.0,"416,120.12",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN VEGGIE SUB,14.0,"4,984.98",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
PESTO HALLOUMI SUB,284.0,"79,135.14",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
LABNEH SUB,407.0,"46,414.41",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN LABNEH SUB,262.0,"71,918.92",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN PESTO HALLOUMI SUB,548.0,"176,426.43",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN CHICKEN CAESAR SANDWICH,317.0,"143,648.65",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
CHICKEN CAESAR SANDWICH,298.0,"126,504.50",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
PULLED BEEF CHIMICHURRI SANDWICH,4.0,"1,681.68",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
BROWN PULLED BEEF CHIMICHURRI SANDWICH,36.0,"16,216.22",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
Total by Group: SUB SANDWICHES,7008.0,"1,854,540.55",False,Stories Mansourieh,SANDWICHES,SUB SANDWICHES
Total by Division: SANDWICHES,7008.0,"1,854,540.55",False,Stories Mansourieh,SANDWICHES,
CLASSIC CINNAMON ROLL LARGE,2797.0,"791,339.35",False,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS
CHOCOLATE ROLL LARGE,675.0,"217,513.51",False,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS
EXTRA CREAM CHEESE FROSTING MIX,9.0,270.27,False,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS
RED CINNAMON ROLL,60.0,"19,819.82",False,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS
LOTUS ROLL,202.0,"73,081.08",False,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS
Total by Group: CINNAMONS,3743.0,"1,102,024.03",False,Stories Mansourieh,CINNAMON ROLLS,CINNAMONS
Total by Division: CINNAMON ROLLS,3743.0,"1,102,024.03",False,Stories Mansourieh,CINNAMON ROLLS,
CHOCOLATE PLUS,4.0,420.42,False,Stories Mansourieh,NOT USED,NOT USED
CHICKEN BREAST SUB,1.0,330.33,False,Stories Mansourieh,NOT USED,NOT USED
BROWN CHICKEN BREAST SUB,2.0,720.72,False,Stories Mansourieh,NOT USED,NOT USED
ROCCA SALAD (GRAB&GO),34.0,"14,294.29",False,Stories Mansourieh,NOT USED,NOT USED
NY STYLE COOKIE -PISTACHIO,10.0,"3,003.00",False,Stories Mansourieh,NOT USED,NOT USED
BROWN FILET STEAK SANDWICH,21.0,"9,459.46",False,Stories Mansourieh,NOT USED,NOT USED
FILET STEAK SANDWICH,15.0,"6,306.31",False,Stories Mansourieh,NOT USED,NOT USED
GRILLED VEGGIE SUB,4.0,"1,261.26",False,Stories Mansourieh,NOT USED,NOT USED
BROWN GRILLED VEGGIE SUB,2.0,900.90,False,Stories Mansourieh,NOT USED,NOT USED
LEBANESE SALAD (GRAB&GO),2.0,840.84,False,Stories Mansourieh,NOT USED,NOT USED
ADD STEAK,13.0,"1,561.56",False,Stories Mansourieh,NOT USED,NOT USED
GRANELLA DI BISCOTTO COMBO,3.0,0.00,False,Stories Mansourieh,NOT USED,NOT USED
BROWN STEAK SANDWICH,1.0,510.51,False,Stories Mansourieh,NOT USED,NOT USED
STEAK SANDWICH,4.0,"1,921.92",False,Stories Mansourieh,NOT USED,NOT USED
TASTING CUP ACAI,9.0,0.00,False,Stories Mansourieh,NOT USED,NOT USED
ORIGINAL SUGAR FREE YOGHURT COMBO MEDIUM,2.5,"1,276.28",False,Stories Mansourieh,NOT USED,NOT USED
ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,26.5,"11,936.94",False,Stories Mansourieh,NOT USED,NOT USED
GRANOLA BAR CHOCOLATE,61.0,"5,495.50",False,Stories Mansourieh,NOT USED,NOT USED
GRANOLA BAR VANILLA,52.0,"4,684.68",False,Stories Mansourieh,NOT USED,NOT USED
Total by Group: NOT USED,267.0,"64,924.93",False,Stories Mansourieh,NOT USED,NOT USED
Total by Division: NOT USED,267.0,"64,924.93",False,Stories Mansourieh,NOT USED,
ADD SMOKED TURKEY,208.0,"21,249.25",False,Stories Mansourieh,SUBS,ADD ONS
ADD CHEDDAR CHEESE,21.0,"1,261.26",False,Stories Mansourieh,SUBS,ADD ONS
ADD TUNA,35.0,"4,906.91",False,Stories Mansourieh,SUBS,ADD ONS
ADD CHICKEN,105.0,"14,816.82",False,Stories Mansourieh,SUBS,ADD ONS
ADD HALLOUM CHEESE,23.0,"2,072.07",False,Stories Mansourieh,SUBS,ADD ONS
ADD PULLED BEEF,10.0,"1,501.50",False,Stories Mansourieh,SUBS,ADD ONS
Total by Group: ADD ONS,402.0,"45,807.81",False,Stories Mansourieh,SUBS,ADD ONS
Total by Division: SUBS,402.0,"45,807.81",False,Stories Mansourieh,SUBS,
AMERICANO COMBO,6.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
LATTE COMBO,8.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
SALTED CARAMEL LATTE COMBO,1.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
MOCHA COMBO,1.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
WHITE MOCHA COMBO,6.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
CARAMEL MACHIATO COMBO,2.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
Total by Group: POP UP BEVERAGE,24.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE
Total by Division: POP UP BEVERAGE,24.0,0.00,False,Stories Mansourieh,POP UP BEVERAGE,
CINNAMON ROLL+DRINK,11.0,"4,294.29",False,Stories Mansourieh,OFFER,OFFER
CHOCOLATE ROLL+DRINK,4.0,"1,561.56",False,Stories Mansourieh,OFFER,OFFER
PESTO HALLOUMI SUB+DRINK,4.0,"1,561.56",False,Stories Mansourieh,OFFER,OFFER
TURKEY & CHEESE SUB+DRINK,4.0,"1,921.92",False,Stories Mansourieh,OFFER,OFFER
BROWN TURKEY & CHEESE SUB+DRINK,1.0,510.51,False,Stories Mansourieh,OFFER,OFFER
Total by Group: OFFER,24.0,"9,849.85",False,Stories Mansourieh,OFFER,OFFER
Total by Division: OFFER,24.0,"9,849.85",False,Stories Mansourieh,OFFER,
FREEZE DROPS STRAWBERRY,260.0,"51,678.68",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
MEDIUM CHIPS,342.0,"20,606.61",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
MATCHA CUP,28.0,"5,885.89",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
VANILLA  ASH,59.0,"12,402.40",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
BEETROOT CUP,31.0,"6,516.52",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
CHOCOLATE SP/MO,63.0,"13,243.24",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
HONEY PEANUT ST BITES,65.0,"10,540.54",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
SPECIALITY COFFEE ST BITES,72.0,"11,675.68",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
Total by Group: PACKAGED FOOD,920.0,"132,549.55",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD
GREEK SALAD (GRAB&GO),5.0,"2,102.10",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
QUINOA SALAD (GRAB&GO),77.0,"35,657.66",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
TUNA PASTA SALAD (GRAB&GO),130.0,"60,120.12",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
ASIAN SALAD (GRAB&GO),69.0,"29,051.05",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
CAESER SALAD (GRAB&GO),26.0,"10,930.93",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
CHICKEN CAESER SALAD (GRAB&GO),37.0,"17,111.11",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
Total by Group: SALADS,344.0,"154,972.97",False,Stories Mansourieh,GRAB&GO FOOD,SALADS
PINEAPPLE CUP,40.0,"14,174.17",False,Stories Mansourieh,GRAB&GO FOOD,FRUITS
BOUMALI CUP,30.0,"5,405.41",False,Stories Mansourieh,GRAB&GO FOOD,FRUITS
Total by Group: FRUITS,70.0,"19,579.58",False,Stories Mansourieh,GRAB&GO FOOD,FRUITS
TIRAMISU CUP,158.0,"59,309.31",False,Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT
